,time,content,anger,positivity
4659, 2019-10-26 01:35," ""RT @GaryCoby: Today @realDonaldTrump is receiving the Bipartisan Justice Award for his historic work on criminal justice reform.  At the same time polls are showing record support of Pres. Trump from black men — up to 42%!  Democrats’ worse nightmare. They know they cannot beat this President. https://t.co/BE7olKG0kf""",0.05555555555555555,0.33333333333333337
4661, 2019-10-26 04:38," ""RT @GOPChairwoman: House Democrats continue to take unprecedented steps in their closed-door impeachment charade.   @LindseyGrahamSC is right to expose this political vendetta against @realDonaldTrump for what it is! https://t.co/4NXKVK7ECd""",0.1,0.1
4664, 2019-10-26 04:39," ""RT @KatrinaPierson: Watch @potus @realDonaldTrump give remarks at HBCU - Benedict College accepting an award for his leadership on Criminal Justice Reform. https://t.co/gaqaowarUD""",0.16666666666666666,0.5
4666, 2019-10-26 04:40," ""RT @TeamTrump: President @realDonaldTrump: African American youth unemployment recently reached the lowest level EVER https://t.co/fPICfbVxKV""",0.25,0.75
4667, 2019-10-26 04:41," ""RT @WhiteHouse: President @realDonaldTrump just accepted the 2019 Bipartisan Justice Award for his leadership in the passage of the historic First Step Act!  @the2020club was founded by 20 black Republicans and 20 black Democrats to elevate criminal justice reform above partisan politics. https://t.co/dQtqZSftQO""",0.13333333333333333,0.3333333333333333
4670, 2019-10-26 04:43," ""RT @ericbolling: NEW Interview w/ @realDonaldTrump  -DOJ Criminal Investigation Clapper/Brennan  -Comey leaking memo  -Schiff corroborated w/ Whistleblower   -Graham 50 Sens agree   - To Republicans: “get tougher”  -Why won’t Lindsey investigate Schiff?  -Syria &amp; Oil fields  -World Series game 5""",0.1,0.2
4672, 2019-10-26 07:33," ""My lawyers should sue the Democrats and Shifty Adam Schiff for fraud!""",1.0,0.0
4674, 2019-10-26 07:41," ""RT @robertjeffress: A new poll shows evangelical support for President @realDonaldTrump GROWING in spite of Democrat impeachment farce! I’ll discuss on “@LouDobbs Tonight” at 6 &amp; 9pm CT on @FoxBusiness. Tune in!""",0.1111111111111111,0.1111111111111111
4677, 2019-10-26 11:17," ""RT @Jim_Jordan: First we learn that Durham's probe is now a criminal investigation.  Now we hear that the FBI may have altered the 302s from General Flynn's interview.  https://t.co/IBtjFChS9b""",0.125,0.25
4681, 2019-10-26 19:02," ""“General Michael Flynn’s attorney is demanding that charges be immediately dropped after they found that FBI Agents manipulated records against him. They say that James Clapper told a reporter to “take a kill shot at Flynn. This has been a complete setup of Michael Flynn....""",0.25,0.625
4682, 2019-10-26 19:02," ""...Thank you @foxandfriends! Hopefully this is just the beginning of a massive story of injustice and treason. You will never learn this from the corrupt LameStream Media who get Pulitzer Prizes for reporting the story totally wrong. The ones who report it right get only RESPECT!""",0.15384615384615385,0.15384615384615385
4690, 2019-10-29 00:51," ""RT @VP: President @realDonaldTrump proved to the world last night that our fight against ISIS is unrelenting. https://t.co/gX1sqRRZHX""",0.2,0.2
4695, 2019-10-29 05:02," ""RT @GOPLeader: It’s been 34 days since Nancy Pelosi unilaterally declared her impeachment inquiry.   Today’s backtracking is an admission that this process has been botched from the start.  We will not legitimize the Schiff/Pelosi sham impeachment.""",0.125,0.125
4696, 2019-10-29 06:42," ""Why are people that I never even heard of testifying about the call. Just READ THE CALL TRANSCRIPT AND THE IMPEACHMENT HOAX IS OVER! Ukrain said NO PRESSURE.https://twitter.com/realDonaldTrump/status/1189026689860489216 ‚Ä¶""",0.1111111111111111,0.1111111111111111
4697, 2019-10-29 19:43," ""RT @Jim_Jordan: Pelosi announces they’ll finally vote to open the impeachment inquiry.  Codifying a sham process halfway through doesn’t make it any less of a sham process.""",0.2727272727272727,0.2727272727272727
4698, 2019-10-29 19:45," ""RT @MZHemingway: 'The Plot Against the President: The True Story of How Congressman Devin Nunes Uncovered the Biggest Political Scandal in U.S. History' exposing the Russia collusion hoax isn't even officially out yet and it's #1 at Amazon. Congrats @LeeSmithDC! Comes out tomorrow. https://t.co/jCqlccnTEf""",0.2,0.2
4705, 2019-10-30 09:51," ""‚ÄúOur Country cannot afford for the Democrats in Congress to take a one year vacation from any productive legislation just because they would rather obsess over Impeachment. ISIS & other radical terrorists are not going to hit the pause button because Democrats won‚Äôt fund......""",0.08333333333333333,0.25
4709, 2019-10-30 20:17," ""“It does appear it has to do with Nancy Pelosi retaining her Speakership in the next Congress. She would like that so she’s going to put it to a vote because that’s what her political left really wants.” @SteveDoocy @foxandfriends  A disgraceful use of Impeachment. Will backfire!""",0.25,0.125
4710, 2019-10-30 20:26," ""A Federal Judge is allowing the Nick Sandman libel suit to move forward against the thoroughly disgusting Washington Post (which is no longer available at the White House!). He could now have a good chance of winning. Go Nick!""",0.13333333333333333,0.26666666666666666
4711, 2019-10-30 20:59," ""Yesterday’s Never Trumper witness could find NO Quid Pro Quo in the Transcript of the phone call. There were many people listening to the call. How come they (including the President of Ukraine) found NOTHING wrong with it. Witch Hunt!""",0.06666666666666667,0.2
4717, 2019-10-31 12:17," ""The Do Nothing Democrats have gone Crazy. Very bad for USA! https://t.co/3zApgOOA7I""",1.0,0.0
4720, 2019-10-31 20:32," ""RT @TVNewsHQ: Watch: “Joe Biden is the wrongest person on earth to be talking about al-Baghdadi’s raid. He’s the man who opposed the raid against Osama Bin Laden. Biden’s foreign policy judgment has been poor for three decades.” — @AriFleischer on criticism of Trump. https://t.co/Whl9C9eszU""",0.2857142857142857,0.0
4721, 2019-10-31 20:33," ""RT @AriFleischer: There was a time when MSM would have gone into a feeding frenzy against a Congressman who stopped the other party from asking Qs. Not to mention MSM would have raised a storm about secret hearings w secret transcripts. Not any more. MSM now takes sides. https://t.co/p3YqPBCR3S""",0.1111111111111111,0.0
4722, 2019-10-31 20:34," ""RT @AmericaNewsroom: THE HEADLINER: @AriFleischer responds to Joe Biden and Beto O'Rourke's criticism of President Trump taking credit for the killing of Abu Bakr al-Baghdadi #nine2noon https://t.co/WsHffUILQ6""",0.4,0.4
4726, 2019-10-31 22:57," ""The Impeachment Hoax is hurting our Stock Market. The Do Nothing Democrats don’t care!""",0.2857142857142857,0.14285714285714285
4727, 2019-10-31 23:31," ""The Greatest Witch Hunt In American History!""",0.25,0.0
4728, 2019-11-01 01:42," ""RT @FLOTUS: Trick-or-Treat  @WhiteHouse #Halloween2019 https://t.co/fkxu03qImu""",0.5,0.5
4730, 2019-11-01 08:38," ""RT @IngrahamAngle: Heroin addict drags NYPD cop with his car — and wins $11 million in court https://t.co/jWsRXdljBj via @nypmetro""",0.2,0.0
4732, 2019-11-01 08:50," ""RT @IngrahamAngle: The Dems days of bullying the American people are over— they will not disenfranchise the voters in 2020 with a sham impeachment. https://t.co/L4zp2PxBDq""",0.3333333333333333,0.0
4737, 2019-11-01 20:14," ""“It has been 3 years and Donald Trump hasn’t done anything wrong. Donald Trump hasn’t done a single thing of which he has been accused.” @RushLimbaughEIB  @seanhannity  A Witch Hunt like no other!""",0.2222222222222222,0.0
4738, 2019-11-01 20:39," ""Chicago will never stop its crime wave with the current Superintendent of Police. It just won’t happen! Thank you to Kevin Graham and all of the GREAT Chicago Police Officers I just had the privilege to meet. Tremendous crime fighting potential if allowed to do your thing!""",0.1875,0.125
4747, 2019-11-02 07:16," ""The Whistleblower must come forward to explain why his account of the phone call with the Ukrainian President was so inaccurate (fraudulent?). Why did the Whistleblower deal with corrupt politician Shifty Adam Schiff and/or his committee?""",0.08333333333333333,0.3333333333333333
4748, 2019-11-02 10:20," ""RT @realDonaldTrump: The Greatest Witch Hunt In American History!""",0.25,0.0
4749, 2019-11-02 10:27," ""RT @GOPLeader: Strong show of unity among Republicans today. 💯% voted AGAINST impeachment sham. 💪🏼 https://t.co/vNJDq9ZfOi""",0.2,0.2
4751, 2019-11-02 10:48," ""RT @mike_pence: If you want to send a message to the Do Nothing Democrats that Kentucky and America support President @realDonaldTrump—VOTE REPUBLICAN and vote to re-elect Governor @MattBevin and the whole Republican ticket! https://t.co/mwxZLqjQXg""",0.2,0.4
4754, 2019-11-03 05:03," ""RT @danielledsouzag: The Democrats are pushing the Impeachment hoax because they know the President is going to get re-elected in 2020. So they are doing anything they can to stop it. @realDonaldTrump @LaraLeaTrump https://t.co/A834fX7Qlb""",0.2,0.2
4756, 2019-11-03 05:06," ""RT @RealDrGina: Nancy &amp; Adam: We will worry about your ridiculous fake impeachment bs when ONE of your full-time candidates can fill a stadium like our @realDonaldTrump after working a 16 hour day for America! 🇺🇸 https://t.co/a9YHfLFSOu""",0.1,0.2
4757, 2019-11-03 05:07," ""RT @TrumpWarRoom: President Trump on the mission that killed ISIS leader Abu Bakr al-Baghdadi:  'American special operators executed a masterful raid that ended his wretched life &amp; punched out his ticket to hell'  'No enemy stands a chance against the righteous might of the United States military' https://t.co/RiukT1rfwm""",0.1875,0.3125
4758, 2019-11-03 05:08," ""RT @1k_kilgore: Someone feeling a bit left out? https://t.co/VDsy93Blft""",0.3333333333333333,0.3333333333333333
4760, 2019-11-03 05:10," ""RT @WhiteHouse: The left's impeachment sham sure hasn't slowed President @realDonaldTrump down this week.   See more: https://t.co/A68ueVC88u https://t.co/P65IumL8PP""",0.2,0.2
4768, 2019-11-03 22:34," ""RT @TimOBrien: UFC president Dana White has praised Trump for backing the UFC early on—including agreeing to host fights at his venues and watching from the front row. “Nobody took us seriously. Nobody. Except Donald Trump. Donald was the first guy to recognize the potential we saw in the UFC”""",0.08333333333333333,0.41666666666666663
4769, 2019-11-03 22:37," ""Great fight Champ! https://t.co/URRR7vnSCj""",1.0,0.0
4770, 2019-11-03 23:01," ""Walking into Madison Square Garden last night with @danawhite for the big @UFC Championship fight was a little bit like walking into a Trump Rally. Plenty of MAGA &amp; KAG present. Great energy. Fantastic job Dana! Heading to D.C. and then to Kentucky for a big @MattBevin Rally...""",0.06666666666666667,0.2
4773, 2019-11-04 00:41," ""The Angry Majority!""",0.5,0.5
4781, 2019-11-04 11:58," ""RT @marklevinshow: Obama NSC holdovers — the so-called whistleblower and the two Schiff staffers — must be part of the 2016-related criminal investigation https://t.co/0HNnoismLS""",0.25,0.0
4786, 2019-11-04 13:06," ""RT @JudgeJeanine: Check out my interview with @SteveScalise on the Democrats' impeachment witch-hunt and their 'soviet-style' process to the investigation. https://t.co/AtU98TP13q""",0.125,0.0
4789, 2019-11-04 20:06," ""What I said on the phone call with the Ukrainian President is “perfectly” stated. There is no reason to call witnesses to analyze my words and meaning. This is just another Democrat Hoax that I have had to live with from the day I got elected (and before!). Disgraceful!""",0.25,0.16666666666666666
4791, 2019-11-04 20:58," ""95% Approval Rating in the Republican Party. Thank you!""",0.25,0.25
4793, 2019-11-04 21:45," ""Stock Market hits RECORD HIGH. Spend your money well!""",0.16666666666666666,0.16666666666666666
4795, 2019-11-04 23:09," ""All-Time High for Stock Market and all the Fake News wants to talk about is the Impeachment Hoax!""",0.1111111111111111,0.1111111111111111
4796, 2019-11-05 10:08," ""Vote for Sean Spicer on Dancing with the Stars. He is a great and very loyal guy who is working very hard! #MAGA https://t.co/JGvKANCRqZ""",0.2,0.6000000000000001
4797, 2019-11-05 20:09," ""The Do Nothing Dems have gone Radical Left Crazy. The can’t get anything done! https://t.co/wasvWli9jr""",0.5,0.0
4800, 2019-11-05 20:29," ""RT @realDonaldTrump: All-Time High for Stock Market and all the Fake News wants to talk about is the Impeachment Hoax!""",0.1111111111111111,0.1111111111111111
4801, 2019-11-05 20:29," ""RT @realDonaldTrump: 95% Approval Rating in the Republican Party. Thank you!""",0.25,0.25
4803, 2019-11-05 20:47," ""Fantastic being in the Great State of Kentucky last night. Vote for Matt Bevin NOW! @MattBevin  One of Best Governors in U.S. He will never let you down!""",0.3333333333333333,0.3333333333333333
4806, 2019-11-06 01:19," ""KENTUCKY!    Get out today and VOTE for @MattBevin and the entire Republican ticket!    MISSISSIPPI!    Get out today and VOTE for @TateReeves and the entire Republican ticket!   #VoteOnNov5 #ElectionDay   Find your polling location below! https://t.co/0rnhb4z3HU""",0.16666666666666666,0.16666666666666666
4809, 2019-11-06 09:02," ""95% Approval Rating in the Republican Party. Thank you! https://t.co/Z0VHUlAwMD""",0.25,0.25
4811, 2019-11-06 10:55," ""RT @TB_Times: “Why the heck would we spend money on something like that?” https://t.co/cqixFuhHPP""",0.5,0.5
4816, 2019-11-06 21:30," ""Stock Markets (all three) hit another ALL TIME &amp; HISTORIC HIGH yesterday! You are sooo lucky to have me as your President (just kidding!). Spend your money well!""",0.18181818181818182,0.2727272727272727
4817, 2019-11-07 04:15," ""Just had a very good call with President @RTErdogan of Turkey. He informed me that they have captured numerous ISIS fighters that were reported to have escaped during the conflict – including a wife and sister of terrorist killer al Baghdadi….""",0.16666666666666666,0.25
4818, 2019-11-07 06:46," ""RT @realDonaldTrump: Stock Markets (all three) hit another ALL TIME &amp; HISTORIC HIGH yesterday! You are sooo lucky to have me as your President (just kidding!). Spend your money well!""",0.18181818181818182,0.2727272727272727
4820, 2019-11-07 11:24," ""RT @aldotcom: The Alabama SGA warns groups: Protest Trump during the LSU game and risk losing your reserved seating. https://t.co/8WYaFAtmwK https://t.co/6l5VUisRyN""",0.16666666666666666,0.0
4824, 2019-11-07 22:51," ""“What did Hunter Biden do for the money?” @SenJohnKennedy  A very good question. He and Sleepy Joe must testify!""",0.16666666666666666,0.5
4826, 2019-11-07 23:41," ""The Radical Left Dems and LameStream Media are just trying to make it hard for Republicans and me to win in 2020. The new Impeachment Hoax is already turning against them!""",0.16666666666666666,0.0
4832, 2019-11-09 09:07," ""RT @Jim_Jordan: The “Whistleblower’s” lawyer called for a “coup” almost as soon as President Trump took office.  All the more reason why we need to hear from the individual who started this whole impeachment sham.  The “Whistleblower” should testify under oath and in person. https://t.co/oSwhWuXm3j""",0.25,0.25
4836, 2019-11-09 19:48," ""RT @JesseBWatters: TOMORROW: I hit the streets for another epic Man On The Street Interview. What does Americans know about Veterans Day? Do they even know that it is on Monday? This is one that you are not going to want to miss. Tune in at 8PM ET on #FoxNews #WattersWorld https://t.co/u7K1RMCudX""",0.1111111111111111,0.1111111111111111
4841, 2019-11-09 19:55," ""RT @RepLeeZeldin: This 'evidence' would be thrown out of court so quickly for all of the right reasons. Here Taylor concedes to me that his ONLY substantive claim from his opening statement referencing Biden not only isn't first hand...it's not even second hand: https://t.co/akYOz8jBi3""",0.1,0.2
4845, 2019-11-09 20:02," ""RT @Varneyco: STU: 'The #democrats know they can't remove @realDonaldTrump  from office but they'll go ahead with the #impeachment process anyways because they detest him!' #Congress #GOP #MyTake #VarneyCo https://t.co/Hbp1Dk9kq8""",0.2857142857142857,0.14285714285714285
4849, 2019-11-10 03:25," ""....Whatever happened to the so-called “informer” to Whistleblower #1? Seems to have disappeared after I released the Transcript of the call. Shouldn’t he be on the list to testify? Witch Hunt!""",0.125,0.0
4850, 2019-11-10 03:31," ""95% Approval Rating in the Republican Party. Thank you! #MAGA #KAG2020""",0.25,0.25
4852, 2019-11-10 08:12," ""A terrible lie. How can she do such a thing? https://t.co/bSvlYI7dqe""",0.6666666666666666,0.0
4867, 2019-11-10 10:12," ""RT @realDonaldTrump: ....Whatever happened to the so-called “informer” to Whistleblower #1? Seems to have disappeared after I released the Transcript of the call. Shouldn’t he be on the list to testify? Witch Hunt!""",0.125,0.0
4872, 2019-11-10 10:27," ""RT @GreggJarrett: President Trump To Kick Off NYC 100th Veterans Day Parade https://t.co/skSUgkyCqB https://t.co/igLzBqSNXH""",0.2,0.4
4877, 2019-11-11 00:07," ""RT @TVNewsHQ: WATCH @JesseBWatters on Epstein: “Watters World is calling for an independent investigation into ABC News... The media wants to protect the Trump whistleblower but tries to fire the Epstein whistleblower... The media has gone completely bad.” https://t.co/BVJAqdYCCP""",0.07692307692307693,0.15384615384615385
4878, 2019-11-11 00:12," ""ABC is as bad as the rest of them. Journalistic standards are nonexistent today. The press is so dishonest that we no longer have Freedom of the Press! https://t.co/nzF31cLYw7""",0.25,0.25
4879, 2019-11-11 09:43," ""RT @RepLeeZeldin: The “whistleblower” &amp; all of his supposed sources should testify &amp; answer GOP questions. Schiff blocking this would signal the whistleblower testifying would hurt Schiff’s case &amp;/or even implicate Schiff &amp; his team in wrongdoing. Any other excuse is just a disgusting smokescreen!""",0.4,0.0
4892, 2019-11-12 07:58," ""....want that to be an impeachable offense? Good luck with that!” @JesseBWatters @FoxNews""",0.3333333333333333,0.6666666666666666
4893, 2019-11-12 09:33," ""Vote for Sean Spicer on Dancing with the Stars. He is a great and very loyal guy who is working very hard. He is in the quarterfinals - all the way with Sean! #MAGA #KAG https://t.co/uX86dES4C5""",0.2,0.6000000000000001
4897, 2019-11-13 04:26," ""RT @TeamTrump: President @realDonaldTrump gives a shout-out to @IvankaTrump for her incredible work on #PledgetoAmericasWorkers https://t.co/OSanR25isq""",0.3333333333333333,0.3333333333333333
4900, 2019-11-13 08:38," ""RT @IvankaTrump: It is an honor to serve our great Country and fight for America’s workers! 🇺🇸 https://t.co/ZAhfkqDII8""",0.25,0.25
4904, 2019-11-14 00:08," ""RT @WhiteHouse: New hoax. Same swamp. https://t.co/6byw3BVxFR""",0.5,0.0
4905, 2019-11-14 00:35," ""RT @RepMarkMeadows: 4 inconvenient facts for the Democrat impeachment fantasy:  - Call transcript shows zero link between aid and political investigations - Aid was released WITHOUT any new investigations - Ukraine didn’t know aid was withheld during the call - Trump/Zelensky both say: zero pressure""",0.06666666666666667,0.26666666666666666
4907, 2019-11-14 01:04," ""RT @SteveScalise: Schiff has emerged from his bunker to put on a public show. But the facts haven't changed.   - @realDonaldTrump and Zelensky both say there was no pressure - Ukraine got the aid - There were no impeachable offenses  This is a sham.""",0.1,0.4
4912, 2019-11-14 11:35," ""RT @Scavino45: “We’ve got six people having four conversations in one sentence - and you just told me this is where you got your clear understanding...” @Jim_Jordan  #ImpeachmentSham https://t.co/jdYzbIDrRu""",0.3333333333333333,0.3333333333333333
4914, 2019-11-14 19:27," ""RT @WhiteHouse: President @realDonaldTrump on today's sham hearing: https://t.co/AqaO0JNbCI""",0.25,0.25
4918, 2019-11-14 19:41," ""RT @RepMarkMeadows: Brilliant job by my colleagues today on the Intel Committee. They clearly highlighted the gaping holes in the Democrats' argument and established the unreal levels of hearsay involved.  No two ways about it: today was a MAJOR setback for the unfounded impeachment fantasy.""",0.06666666666666667,0.26666666666666666
4920, 2019-11-14 22:37," ""“Neither one of the Democrat star witnesses at the Impeachment hearings could point out an impeachable offense. That’s the result!” @Varneyco  @FoxBusiness""",0.16666666666666666,0.16666666666666666
4921, 2019-11-14 22:49," ""“That hearing was about a policy dispute.” Robert Ray. “Regular people watching this cannot conclude that the President of the United States can be impeached.” @Varneyco""",0.1111111111111111,0.2222222222222222
4923, 2019-11-15 08:28," ""Getting ready to land in Louisiana to do Rally with Great Republican @EddieRispone for Governor. He will get your taxes and auto insurance (highest in Country!) way down. Loves our Military &amp; Vets. Will protect your 2nd Amendment. VOTE SATURDAY!""",0.07692307692307693,0.3076923076923077
4933, 2019-11-16 04:27," ""RT @SteveScalise: The Dems' star witness was just asked on record if she had any information regarding @realDonaldTrump accepting any bribes or being involved in any criminal activity.   Her answer was clear: 'No.'  Game over. Time to end this impeachment charade. https://t.co/wZwdvwuRpI""",0.08333333333333333,0.16666666666666666
4934, 2019-11-16 04:39," ""RT @EliseStefanik: Obama’s own State Dept. was so concerned about conflicts of interest from Hunter Biden’s role at Burisma that they raised it themselves while prepping the Ambassador for her confirmation. Yet our Democratic colleagues &amp; Adam Schiff cry foul when we dare ask that same question. https://t.co/jZ0UVItU3e""",0.08333333333333333,0.25
4939, 2019-11-16 14:02," ""RT @marklevinshow: Attorney General Bill Barr slams the constant efforts to undermine the president in a speech to the Federalist Society  https://t.co/oTJxImn1uC""",0.14285714285714285,0.7142857142857142
4940, 2019-11-16 21:08," ""Good morning Louisiana! Polls are open at 7AM. Get out and VOTE for @EddieRispone to be your next Gov! He will get your taxes and auto insurance (highest in Country!) way down. Loves our Military &amp; Vets. Will protect your 2A. Find your polling place below: https://t.co/0rnhb4z3HU""",0.08333333333333333,0.3333333333333333
4941, 2019-11-16 23:49," ""RT @realDonaldTrump: Good morning Louisiana! Polls are open at 7AM. Get out and VOTE for @EddieRispone to be your next Gov! He will get your taxes and auto insurance (highest in Country!) way down. Loves our Military &amp; Vets. Will protect your 2A. Find your polling place below: https://t.co/0rnhb4z3HU""",0.08333333333333333,0.3333333333333333
4943, 2019-11-17 02:42," ""RT @AriFleischer: The most important part of today’s hearing was Amb. Yovanovitch’s statement that she has no evidence that Trump received a bribe or that he committed a crime. This is an impeachment hearing. Not a personnel hearing. Not a foreign policy hearing. She saw no crime committed.""",0.1,0.25
4947, 2019-11-17 03:16," ""RT @EddieRispone: 🚨8 HOURS UNTIL THE POLLS CLOSE🚨  1. Go to https://t.co/5gsPBfvdYx. 2. Find your polling information. 3. Get out and vote John Bel Edwards out!  #LAGov #VoteRispone https://t.co/4rh6oXpdxr""",0.2,0.4
4953, 2019-11-17 21:43," ""Thank you Pete. Our great warfighters must be allowed to fight. I would not have done this for Sgt. Bergdahl or Chelsea Manning! https://t.co/3zM6LVqYn7""",0.5,0.0
4954, 2019-11-17 21:47," ""RT @GOPoversight: .@EliseStefanik is on 🔥  @RepAdamSchiff can do nothing but watch his #impeachment sham crumble. https://t.co/SeOfq3dB5c""",0.3333333333333333,0.0
4955, 2019-11-17 21:47," ""RT @Liz_Wheeler: 'Do you have any info regarding the POTUS accepting any bribes?  Yovanovich: 'No.'  'Do you have any info regarding any criminal activity the POTUS has been involved with at all?'  Yovanovich: 'No.'  https://t.co/5YLD6RmeXQ""",0.5,0.0
4957, 2019-11-17 21:52," ""RT @EliseStefanik: How many times can Adam Schiff say “the Gentlewoman is NOT recognized”? He clearly has NO interest in letting Republicans have any say in the impeachment hearings. Watch him interrupt us multiple times and refuse to yield for our parliamentary questions👇👇 https://t.co/DnudgOe5Ed""",0.1111111111111111,0.1111111111111111
4968, 2019-11-18 01:30," ""RT @HouseGOP: Adam Schiff’s track record: ✔️ Spread false allegations about collusion ✔️ Fabricated a call transcript during a congressional hearing ✔️ Lied about dealings with the whistleblower   He can’t be trusted to run a fair investigation. https://t.co/bYAQNaQQtZ""",0.08333333333333333,0.08333333333333333
4974, 2019-11-18 02:34," ""RT @EricTrump: I hope no one who serves our country and volunteers to do the unthinkable is  ever treated like this again! Great job @realDonaldTrump!   “US Navy SEAL Eddie Gallagher has had his rank restored by President Trump” https://t.co/g1l5Yn5VWd""",0.09090909090909091,0.36363636363636365
4984, 2019-11-18 20:14," ""RT @SteveScalise: Schiff controls who testifies.  Schiff controls how Republicans use our question time.  Schiff controls what gets released from his secret depositions.  Schiff shuts out witnesses who would contradict his one-sided narrative.  This is what Pelosi is calling fair? It's a sham. https://t.co/c8gDlO1QE7""",0.2222222222222222,0.2222222222222222
4989, 2019-11-19 07:54," ""Mark Levin speaking one week after I took office. This was always a planned COUP and the Radical Left Democrats will suffer at the polls in 2020! https://t.co/XHd5grQUaM""",0.125,0.0
4990, 2019-11-19 11:41," ""The Do Nothing Democrats have disgraced our great Country! https://t.co/lcSs55Wo18""",0.5,0.0
4993, 2019-11-20 02:07," ""RT @GOPoversight: 📺 WATCH: @RepChrisStewart lays out the facts:  - President Trump made no 'demand' of President Zelensky.  - President Zelensky said 'nobody pushed me.'   Case closed. https://t.co/MHmfebBwY0""",0.1111111111111111,0.4444444444444444
4994, 2019-11-20 02:12," ""RT @GOPoversight: Schiff’s sham impeachment is collapsing. https://t.co/HJpIOmGthm""",0.5,0.0
5005, 2019-11-20 20:27," ""The three year Hoax continues! https://t.co/Yht2KQb5aW""",0.5,0.0
5011, 2019-11-21 02:48," ""RT @WhiteHouse: President @realDonaldTrump delivers a statement on the sham impeachment process: https://t.co/XBoUNfRV4a""",0.2,0.4
5015, 2019-11-21 07:16," ""‚ÄúThe new House Resolution gives Adam Schiff (the most dishonest man in politics) the power unilaterally to release edited transcripts. Rule 10 gives Chairman Schiff absolutely no jurisdiction. Subpoenas issued as part of Dems‚Äô Impeachment inquiry are illegal.‚Äù Sam Dewey @ FoxNews""",0.23076923076923078,0.15384615384615385
5024, 2019-11-22 01:54," ""Iran has become so unstable that the regime has shut down their entire Internet System so that the Great Iranian people cannot talk about the tremendous violence taking place within the country....""",0.09090909090909091,0.09090909090909091
5033, 2019-11-22 13:04," "". @ SecAzar and I will soon release a plan to let Florida and other States import prescription drugs that are MUCH CHEAPER than what we have now! Hard-working Americans don‚Äôt deserve to pay such high prices for the drugs they need. We are fighting DAILY to make sure this HAPPENS...""",0.16666666666666666,0.3333333333333333
5036, 2019-11-22 13:21," ""RT @GOPChairwoman: House Democrats have been trying to invalidate the will of the American people since Day 1.   We won’t let them take away your vote for @realDonaldTrump! https://t.co/7CQajoRpp5""",0.2,0.2
5037, 2019-11-22 13:23," ""RT @parscale: Adam Schiff is running the Democrat sham impeachment but now it’s time you got your say!  BULL-SCHIFF!  Get your 100% cotton American-made t-short today and show your support for @realDonaldTrump!  https://t.co/fpG0uX6hFT""",0.1,0.0
5039, 2019-11-22 13:24," ""RT @JesseBWatters: The hoax is OVER. It's done. They tried and failed. They didn't have one witness to testify that President @realdonaldtrump directed a Quid Pro Quo involving military aid. Not one! #TheFive https://t.co/kwzSUp953P""",0.125,0.25
5040, 2019-11-22 13:29," ""RT @GOPChairwoman: Public polls are matching what we’ve seen in our internals:  @realDonaldTrump’s approval is the highest it’s been since this sham began.  Opposition to impeachment is growing.  Most voters want Biden investigated – including over a third of DEMS.  This charade is backfiring!""",0.2222222222222222,0.4444444444444444
5041, 2019-11-22 13:32," ""RT @EliseStefanik: Bottom line: Adam Schiff failed to bring ANY evidence for impeaching @realDonaldTrump. WATCH me on @seanhannity tonight👇 and DONATE NOW to FIGHT SCHIFF: https://t.co/tVW9NvZSMx https://t.co/yKFm76msDM""",0.16666666666666666,0.0
5042, 2019-11-22 13:32," ""RT @EliseStefanik: We just raised 250k in 15 MINUTES. THANK YOU! help us get to 500k TONIGHT go to https://t.co/LDFwTKSRnY to join the fight!""",0.3333333333333333,0.3333333333333333
5045, 2019-11-23 03:04," ""...House Republicans are showing real LEADERSHIP and prepared to enact bipartisan solutions for drug prices. Do Nothing Democrats are playing partisan politics with YOUR drug prices! We are READY to work together if they actually want to get something done!""",0.09090909090909091,0.18181818181818182
5048, 2019-11-23 09:25," ""RT @RepMarkMeadows: Potentially huge. Stay tuned...   “Horowitz reportedly finds evidence FBI lawyer falsified FISA doc” https://t.co/RzSF3sgkc9""",0.2,0.0
5053, 2019-11-24 06:37," ""Thank you Kevin for the nice words! https://t.co/DfY1V38EhD""",1.0,0.0
5059, 2019-11-25 02:27," ""RT @LouDobbs: A tremendous week. @POTUS says he ‘wants’ a full senate trial following the dems’ disastrous impeachment hearings. @PressSec Stephanie Grisham @AjitPaiFCC @TomFitton @SaraCarterDC @CharlesHurt Dean Cheng join Lou 7PM/ET. #AmericaFirst #MAGA #Dobbs""",0.125,0.25
5061, 2019-11-25 02:31," ""RT @KatiePavlich: Looking forward to “Adam Schiff tries to act angry” on the @greggutfeld show""",0.25,0.25
5065, 2019-11-25 03:07," ""RT @RealSaavedra: New RNC ad uses Democrats' own words on impeachment against them https://t.co/GDm8xgJ0wR""",0.5,0.0
5071, 2019-11-25 03:23," ""RT @BuckSexton: People need to stop making Democrats look like a bunch of crazy Left wing extremists by quoting them and sharing their official publications and plans for governance""",0.14285714285714285,0.0
5076, 2019-11-25 03:31," ""RT @AndrewPollackFL: The California Supreme Court is the only piece of government in the state that has any common sense left.  President Trump became a billionaire BEFORE he was elected.  California politicians like Nancy Pelosi became a millionaire AFTER she got elected.  https://t.co/iIc8wUgjub""",0.1,0.30000000000000004
5082, 2019-11-25 03:44," ""Witch Hunt! https://t.co/CvZtyHMsGo""",0.5,0.0
